1.0	37.5	0.11	34.4	12.0	287.5	287.5	324.7
2.0	52.5	0.15	49.2	12.0	287.5	287.5	324.7
3.0	85.0	0.26	79.6	12.0	287.5	287.5	324.7
4.0	135.5	0.33	125.6	12.0	287.5	287.5	324.7
5.0	176.8	0.51	156.2	12.0	287.5	287.5	324.7
6.0	212.5	0.62	192.2	12.0	287.5	287.5	324.7
7.0	245.2	0.7	225.6	12.0	287.5	287.5	324.7
8.0	262.5	0.76	245.1	12.0	287.5	287.5	324.7
9.0	287.5	0.82	267.6	12.0	287.5	287.5	324.7
10.0	287.5	0.89	292.5	12.0	287.5	287.5	324.7
11.0	287.5	0.95	313.8	12.0	287.5	287.5	324.7
12.0	287.5	1.0	324.7	12.0	287.5	287.5	324.7
